src,dst,weight,type
4429,4781,3.697,COLLABORATES
4429,5738,0.437,REFERENCES
4429,8262,2.034,REFERENCES
4429,9772,0.225,COLLABORATES
4429,10095,1.946,CITES
4429,10232,1.573,COLLABORATES
4430,6261,1.938,REFERENCES
4430,6270,2.106,CITES
4430,6323,4.952,REFERENCES
4430,6468,3.184,REFERENCES
4430,7720,0.49,REFERENCES
4430,8342,0.111,REFERENCES
4430,8951,4.065,CITES
4430,9313,4.723,REFERENCES
4430,9826,2.053,COLLABORATES
4430,10477,3.449,COLLABORATES
4430,10984,4.749,CITES
4430,11082,1.96,COLLABORATES
4430,11516,1.443,CITES
4430,11539,1.829,CITES
4430,12568,0.418,CITES
4430,12682,2.754,CITES
4430,12901,2.937,REFERENCES
4430,13088,2.031,CITES
4430,13458,0.915,REFERENCES
4430,14368,2.79,REFERENCES
4430,14819,4.079,REFERENCES
4430,15204,0.515,REFERENCES
4430,15429,0.56,REFERENCES
4430,15696,3.732,CITES
4430,16990,1.602,COLLABORATES
4431,4647,4.512,REFERENCES
4431,5902,3.512,CITES
4431,6228,2.665,CITES
4431,7095,2.808,COLLABORATES
4431,8199,1.965,REFERENCES
4431,8632,2.284,COLLABORATES
4431,9024,1.607,REFERENCES
4431,9257,4.528,COLLABORATES
4431,10126,3.059,COLLABORATES
4431,10228,0.707,COLLABORATES
4431,12706,2.027,REFERENCES
4431,14488,2.098,CITES
4431,14920,2.661,COLLABORATES
4431,17412,2.701,COLLABORATES
4432,11122,3.702,REFERENCES
4434,4781,2.243,REFERENCES
4434,5182,1.212,CITES
4434,5315,0.301,COLLABORATES
4434,5366,1.643,COLLABORATES
4434,8713,4.954,COLLABORATES
4434,9628,3.026,CITES
4434,10310,1.946,REFERENCES
4434,11960,0.889,COLLABORATES
4434,12367,1.202,CITES
4434,13914,1.954,CITES
4434,14400,1.647,REFERENCES
4434,15369,3.122,REFERENCES
4434,15628,0.104,REFERENCES
4434,16075,2.009,REFERENCES
4435,8287,3.362,REFERENCES
4435,9226,4.128,REFERENCES
4436,6161,3.042,COLLABORATES
4436,14844,3.583,REFERENCES
4437,17011,4.422,CITES
4438,5886,4.54,COLLABORATES
4438,12145,0.437,COLLABORATES
4439,4543,0.144,COLLABORATES
4439,4673,3.584,CITES
4439,4716,2.482,REFERENCES
4439,4724,4.007,COLLABORATES
4439,4847,3.598,COLLABORATES
4439,5083,1.822,COLLABORATES
4439,6053,3.382,CITES
4439,6085,3.443,CITES
4439,6086,1.622,CITES
4439,6268,3.012,COLLABORATES
4439,6310,3.776,CITES
4439,6400,3.381,CITES
4439,6486,3.753,COLLABORATES
4439,6632,0.721,COLLABORATES
4439,6762,4.827,CITES
4439,6802,2.986,REFERENCES
4439,7277,1.303,COLLABORATES
4439,7339,0.827,REFERENCES
4439,7845,2.003,CITES
4439,7872,2.479,COLLABORATES
4439,7952,3.4,COLLABORATES
4439,8012,0.737,REFERENCES
4439,8362,0.947,COLLABORATES
4439,8761,3.644,CITES
4439,8765,4.792,CITES
4439,9227,3.633,REFERENCES
4439,9812,1.757,REFERENCES
4439,9852,2.996,REFERENCES
4439,10094,4.648,REFERENCES
4439,10218,3.692,CITES
4439,10267,0.164,COLLABORATES
4439,10510,0.267,COLLABORATES
4439,10632,0.276,REFERENCES
4439,10796,1.009,COLLABORATES
4439,11018,3.126,CITES
4439,11176,1.304,CITES
4439,11201,1.008,COLLABORATES
4439,11241,4.46,COLLABORATES
4439,11591,0.191,REFERENCES
4439,11814,1.981,COLLABORATES
4439,12603,4.139,REFERENCES
4439,12798,4.401,COLLABORATES
4439,13392,4.294,CITES
4439,13706,3.142,COLLABORATES
4439,14142,3.279,REFERENCES
4439,14294,1.772,COLLABORATES
4439,14668,3.061,REFERENCES
4439,14697,4.53,COLLABORATES
4439,14916,1.63,REFERENCES
4439,15649,2.633,CITES
4439,15766,2.828,CITES
4439,15800,0.345,CITES
4439,15905,2.015,REFERENCES
4439,15950,3.595,REFERENCES
4439,16468,0.952,CITES
4439,16627,4.721,CITES
4439,16833,2.477,COLLABORATES
4439,16952,1.389,CITES
4439,17327,4.802,CITES
4441,8850,3.843,CITES
4441,16499,3.098,REFERENCES
4441,17329,0.965,REFERENCES
4442,8853,3.341,COLLABORATES
4443,4592,3.927,CITES
4443,6016,0.235,REFERENCES
4443,6610,4.841,CITES
4443,10753,2.131,CITES
4443,11394,3.107,COLLABORATES
4443,16766,2.001,COLLABORATES
4444,11686,2.898,REFERENCES
4446,4724,4.589,REFERENCES
4446,4978,3.106,CITES
4446,5633,1.624,CITES
4446,6308,4.08,REFERENCES
4446,7063,2.734,COLLABORATES
4446,7179,3.566,REFERENCES
4446,7842,0.192,COLLABORATES
4446,8287,0.108,COLLABORATES
4446,8470,1.266,REFERENCES
4446,9090,2.311,REFERENCES
4446,9184,3.302,CITES
4446,9456,2.938,REFERENCES
4446,9634,4.299,CITES
4446,10745,1.279,CITES
4446,10940,2.312,COLLABORATES
4446,11056,2.478,REFERENCES
4446,12243,0.464,REFERENCES
4446,12707,2.002,REFERENCES
4446,14269,2.208,CITES
4446,14567,2.426,REFERENCES
4446,14695,4.799,COLLABORATES
4446,15086,0.584,CITES
4446,15235,0.86,COLLABORATES
4446,15363,3.132,REFERENCES
4446,15444,2.265,COLLABORATES
4446,15663,2.12,REFERENCES
4446,15876,3.461,COLLABORATES
4446,15942,2.947,REFERENCES
4446,16437,0.944,REFERENCES
4446,16960,0.353,COLLABORATES
4446,16982,1.342,CITES
4446,17257,3.26,COLLABORATES
4447,13261,2.903,REFERENCES
4447,13326,1.399,COLLABORATES
4447,13906,0.18,CITES
4447,16588,2.625,COLLABORATES
4447,16836,4.446,REFERENCES
4447,17429,2.611,CITES
4448,5285,0.349,COLLABORATES
4449,8149,1.613,REFERENCES
4449,11825,3.296,COLLABORATES
4449,13840,0.906,CITES
4449,14399,1.312,CITES
4449,15545,2.929,COLLABORATES
4450,4928,3.046,COLLABORATES
4450,5576,0.181,REFERENCES
4450,5596,4.13,REFERENCES
4450,5609,2.665,CITES
4450,6096,3.139,COLLABORATES
4450,7850,2.749,REFERENCES
4450,8424,1.568,REFERENCES
4450,9423,4.871,REFERENCES
4450,9609,3.301,REFERENCES
4450,9807,1.8,COLLABORATES
4450,10565,0.825,REFERENCES
4450,10664,1.77,CITES
4450,11006,2.241,REFERENCES
4450,11232,4.674,COLLABORATES
4450,11282,3.249,CITES
4450,11466,4.788,COLLABORATES
4450,12892,4.768,REFERENCES
4450,13055,4.354,COLLABORATES
4450,13621,4.868,CITES
4450,14683,2.266,REFERENCES
4450,15218,1.493,CITES
4450,15360,4.493,COLLABORATES
4450,15369,3.17,CITES
4450,15801,1.912,COLLABORATES
4450,16021,4.255,CITES
4450,16325,3.835,REFERENCES
4450,16591,1.296,CITES
4450,17291,0.722,REFERENCES
4451,4987,0.165,COLLABORATES
4451,6766,2.676,CITES
4451,8413,2.675,CITES
4451,9335,1.424,CITES
4451,12959,2.304,COLLABORATES
4451,17011,1.539,REFERENCES
4452,14186,0.474,CITES
4452,16676,3.452,REFERENCES
4452,16817,1.861,COLLABORATES
4453,5148,3.974,COLLABORATES
4453,6119,3.64,REFERENCES
4453,7786,2.699,COLLABORATES
4453,10024,2.385,COLLABORATES
4453,11536,3.22,COLLABORATES
4453,11755,0.705,COLLABORATES
4454,4709,4.69,REFERENCES
4454,4845,3.231,COLLABORATES
4454,4847,1.346,REFERENCES
4454,4934,1.662,COLLABORATES
4454,4976,0.221,COLLABORATES
4454,5280,0.343,CITES
4454,5310,3.667,COLLABORATES
4454,5488,2.718,REFERENCES
4454,5500,3.873,CITES
4454,5534,4.965,COLLABORATES
4454,5558,4.092,CITES
4454,5648,2.422,CITES
4454,5741,4.589,REFERENCES
4454,5845,1.03,COLLABORATES
4454,6038,2.92,CITES
4454,6213,2.084,COLLABORATES
4454,6225,1.822,REFERENCES
4454,6407,3.383,REFERENCES
4454,6466,0.791,REFERENCES
4454,6787,3.66,COLLABORATES
4454,7145,4.518,COLLABORATES
4454,7166,4.97,COLLABORATES
4454,7759,4.312,REFERENCES
4454,8113,0.173,REFERENCES
4454,8811,3.81,CITES
4454,8820,4.783,COLLABORATES
4454,8931,3.811,COLLABORATES
4454,9243,2.987,REFERENCES
4454,9269,4.437,CITES
4454,9273,2.033,REFERENCES
4454,9443,3.523,COLLABORATES
4454,9645,2.12,REFERENCES
4454,10158,0.69,COLLABORATES
4454,10262,2.21,COLLABORATES
4454,10793,3.075,REFERENCES
4454,11337,3.07,COLLABORATES
4454,11634,4.604,COLLABORATES
4454,11672,3.41,COLLABORATES
4454,11725,2.215,REFERENCES
4454,11729,0.612,COLLABORATES
4454,12061,3.538,COLLABORATES
4454,12132,4.752,COLLABORATES
4454,12391,1.286,COLLABORATES
4454,12414,1.302,CITES
4454,13116,1.262,COLLABORATES
4454,13486,0.478,REFERENCES
4454,13606,2.857,CITES
4454,13718,3.074,COLLABORATES
4454,14162,3.664,REFERENCES
4454,14510,3.263,COLLABORATES
4454,14530,1.93,REFERENCES
4454,14842,3.524,CITES
4454,15160,0.559,COLLABORATES
4454,15178,0.367,CITES
4454,15322,0.717,COLLABORATES
4454,15360,1.607,REFERENCES
4454,15403,4.407,COLLABORATES
4454,15418,1.165,REFERENCES
4454,16715,1.732,REFERENCES
4454,16756,3.196,COLLABORATES
4454,16807,4.678,REFERENCES
4454,16838,2.185,REFERENCES
4454,16947,4.757,CITES
4454,17251,2.635,COLLABORATES
4455,4456,0.614,REFERENCES
4455,6184,1.504,CITES
4455,8072,3.736,REFERENCES
4456,5989,1.633,CITES
4456,6396,4.778,REFERENCES
4456,8072,1.886,CITES
4456,8544,2.373,CITES
4456,13353,0.1,CITES
4456,14152,1.689,CITES
4456,15674,0.334,CITES
4456,16280,3.615,CITES
4456,16343,1.315,CITES
4456,16514,0.154,REFERENCES
4456,16780,1.476,REFERENCES
4456,16828,0.911,REFERENCES
4457,4468,3.299,CITES
4457,4822,0.199,CITES
4457,5106,0.152,REFERENCES
4457,5644,4.098,COLLABORATES
4457,5723,0.23,COLLABORATES
4457,5746,3.432,CITES
4457,5784,1.631,REFERENCES
4457,6500,3.113,REFERENCES
4457,6678,1.966,COLLABORATES
4457,7159,4.969,COLLABORATES
4457,7253,3.912,CITES
4457,7954,0.123,COLLABORATES
4457,8228,3.597,CITES
4457,8418,3.89,CITES
4457,8434,0.798,COLLABORATES
4457,8539,2.137,CITES
4457,8542,0.966,COLLABORATES
4457,8606,1.238,CITES
4457,8673,2.135,CITES
4457,8950,3.183,COLLABORATES
4457,9107,3.504,COLLABORATES
4457,9333,1.827,REFERENCES
4457,9433,1.505,REFERENCES
4457,9949,3.62,CITES
4457,10467,2.873,CITES
4457,10522,2.638,CITES
4457,10542,4.438,COLLABORATES
4457,10613,1.874,COLLABORATES
4457,10620,1.316,COLLABORATES
4457,10762,1.828,REFERENCES
4457,11398,2.076,REFERENCES
4457,11632,4.514,COLLABORATES
4457,12459,2.535,CITES
4457,12860,0.913,REFERENCES
4457,12909,2.003,CITES
4457,12910,2.732,CITES
4457,13298,2.611,CITES
4457,13302,3.984,COLLABORATES
4457,13314,4.211,COLLABORATES
4457,13484,4.03,CITES
4457,13690,4.739,CITES
4457,13715,0.714,COLLABORATES
4457,14549,1.056,COLLABORATES
4457,14578,4.131,COLLABORATES
4457,14633,2.816,REFERENCES
4457,15227,4.168,REFERENCES
4457,16229,3.996,REFERENCES
4457,16786,2.895,COLLABORATES
4457,16913,4.267,CITES
4457,16921,4.971,REFERENCES
4457,16941,4.559,REFERENCES
4458,5790,4.886,COLLABORATES
4458,9367,4.553,REFERENCES
4459,4471,2.255,COLLABORATES
4459,4604,0.93,COLLABORATES
4459,4845,0.954,REFERENCES
4459,6268,2.656,REFERENCES
4459,10990,3.22,COLLABORATES
4459,11040,0.241,CITES
4459,12243,4.391,CITES
4460,4471,0.71,COLLABORATES
4460,11895,2.618,COLLABORATES
4460,17268,3.246,CITES
4461,7093,1.801,CITES
4461,8979,2.272,COLLABORATES
4461,10042,2.568,REFERENCES
4461,14506,4.73,COLLABORATES
4461,15159,2.447,REFERENCES
4461,15406,3.309,CITES
4462,16059,1.495,CITES
4463,8655,2.987,COLLABORATES
4463,8813,3.863,COLLABORATES
4463,10731,3.288,COLLABORATES
4463,13842,0.373,CITES
4463,14569,0.537,CITES
4463,15437,1.225,CITES
4464,4995,3.11,CITES
4464,9262,2.798,REFERENCES
4464,12824,3.727,CITES
4465,5014,1.442,CITES
4465,9083,0.131,REFERENCES
4465,9647,4.384,CITES
4465,10934,3.455,REFERENCES
4465,12331,4.306,REFERENCES
4466,5245,0.909,REFERENCES
4466,6128,2.45,COLLABORATES
4466,8647,4.297,REFERENCES
4466,8821,3.788,CITES
4466,9879,1.349,CITES
4466,10173,1.745,CITES
4466,10390,4.734,REFERENCES
4466,11290,3.381,REFERENCES
4466,12103,0.369,CITES
4466,13731,1.468,REFERENCES
4466,14713,4.231,CITES
4466,14891,2.492,REFERENCES
4466,15040,3.448,CITES
4466,16813,2.085,REFERENCES
4466,17050,3.094,CITES
4466,17051,0.956,REFERENCES
4468,5378,4.155,COLLABORATES
4468,5723,1.197,REFERENCES
4468,6070,3.68,COLLABORATES
4468,7516,0.864,CITES
4468,8032,2.446,COLLABORATES
4468,8418,3.773,REFERENCES
4468,8606,1.446,REFERENCES
4468,9839,4.411,CITES
4468,10287,2.407,COLLABORATES
4468,10467,2.543,CITES
4468,10542,4.781,REFERENCES
4468,11632,3.61,REFERENCES
4468,11964,4.663,CITES
4468,12128,0.129,CITES
4468,12987,1.058,COLLABORATES
4468,16229,4.183,COLLABORATES
4468,16249,3.809,REFERENCES
4468,17438,1.037,REFERENCES
4469,5806,1.862,CITES
4469,5991,3.435,REFERENCES
4469,6229,3.308,COLLABORATES
4469,6730,1.298,REFERENCES
4469,7217,2.966,COLLABORATES
4469,11539,3.601,COLLABORATES
4469,14865,0.422,CITES
4470,7129,4.052,COLLABORATES
4470,8795,3.359,CITES
4470,11275,1.712,CITES
4470,16654,0.174,CITES
4471,4543,1.092,CITES
4471,4554,0.212,REFERENCES
4471,4731,1.813,REFERENCES
4471,4755,3.902,REFERENCES
4471,4845,0.32,CITES
4471,4847,3.934,CITES
4471,5062,4.371,COLLABORATES
4471,5137,0.793,CITES
4471,5445,0.865,CITES
4471,5498,1.856,COLLABORATES
4471,5509,4.149,COLLABORATES
4471,5609,4.947,CITES
4471,5622,4.037,COLLABORATES
4471,5675,0.648,CITES
4471,5741,3.063,COLLABORATES
4471,5750,3.461,COLLABORATES
4471,5762,0.468,COLLABORATES
4471,5794,2.659,CITES
4471,5899,4.273,COLLABORATES
4471,5979,1.254,CITES
4471,6040,0.748,COLLABORATES
4471,6106,3.644,REFERENCES
4471,6251,2.328,COLLABORATES
4471,6268,3.677,REFERENCES
4471,6608,3.556,REFERENCES
4471,6775,1.281,COLLABORATES
4471,6806,4.59,REFERENCES
4471,7073,2.466,CITES
4471,7458,4.33,REFERENCES
4471,7465,2.038,CITES
4471,7618,0.947,REFERENCES
4471,7675,3.624,REFERENCES
4471,7909,3.345,COLLABORATES
4471,7920,3.635,REFERENCES
4471,7953,3.031,CITES
4471,8058,1.169,COLLABORATES
4471,8095,1.357,COLLABORATES
4471,8113,2.921,REFERENCES
4471,8278,4.189,REFERENCES
4471,8362,3.145,REFERENCES
4471,8549,1.695,REFERENCES
4471,8569,2.379,COLLABORATES
4471,8602,1.775,CITES
4471,8761,1.547,COLLABORATES
4471,8820,3.551,REFERENCES
4471,8823,3.881,COLLABORATES
4471,8851,3.82,CITES
4471,8958,4.168,CITES
4471,8982,1.393,COLLABORATES
4471,9070,1.599,COLLABORATES
4471,9184,2.537,REFERENCES
4471,9241,3.929,REFERENCES
4471,9322,2.956,CITES
4471,9439,2.555,CITES
4471,9521,3.364,CITES
4471,9686,1.503,REFERENCES
4471,9709,2.706,REFERENCES
4471,9867,4.904,COLLABORATES
4471,9876,1.236,REFERENCES
4471,9917,4.056,REFERENCES
4471,9960,3.912,REFERENCES
4471,9978,4.594,REFERENCES
4471,10150,2.643,COLLABORATES
4471,10318,0.122,COLLABORATES
4471,10319,3.842,COLLABORATES
4471,10352,3.693,REFERENCES
4471,10482,1.675,CITES
4471,10570,3.781,COLLABORATES
4471,10815,4.734,COLLABORATES
4471,10852,1.134,CITES
4471,10990,1.885,COLLABORATES
4471,11149,4.837,COLLABORATES
4471,11290,0.88,CITES
4471,11378,0.79,COLLABORATES
4471,11447,1.397,REFERENCES
4471,11466,2.496,REFERENCES
4471,11477,0.986,REFERENCES
4471,11634,0.426,REFERENCES
4471,11707,4.635,CITES
4471,11730,3.393,COLLABORATES
4471,11755,2.604,COLLABORATES
4471,11889,1.601,CITES
4471,12005,4.928,COLLABORATES
4471,12132,4.331,COLLABORATES
4471,12156,0.207,REFERENCES
4471,12216,4.969,COLLABORATES
4471,12351,3.14,COLLABORATES
4471,12443,2.094,REFERENCES
4471,12451,3.524,CITES
4471,12464,0.775,COLLABORATES
4471,12704,3.926,CITES
4471,12812,0.296,COLLABORATES
4471,12925,4.48,CITES
4471,13034,4.336,REFERENCES
4471,13248,4.453,COLLABORATES
4471,13621,4.488,COLLABORATES
4471,13668,2.942,COLLABORATES
4471,14029,0.346,REFERENCES
4471,14517,0.143,COLLABORATES
4471,14525,3.283,CITES
4471,14645,4.877,CITES
4471,14687,1.659,REFERENCES
4471,14775,1.618,REFERENCES
4471,14804,2.867,COLLABORATES
4471,14960,0.857,COLLABORATES
4471,15010,1.584,CITES
4471,15262,0.802,REFERENCES
4471,15322,4.442,REFERENCES
4471,15335,4.834,REFERENCES
4471,15345,1.28,REFERENCES
4471,15360,4.837,CITES
4471,15517,0.928,COLLABORATES
4471,15592,4.761,COLLABORATES
4471,15783,4.828,REFERENCES
4471,15919,0.579,CITES
4471,15953,3.935,COLLABORATES
4471,16240,2.74,REFERENCES
4471,16912,3.133,COLLABORATES
4471,16952,0.72,COLLABORATES
4471,17080,4.498,COLLABORATES
4471,17189,4.309,COLLABORATES
4471,17268,3.103,COLLABORATES
4471,17338,0.722,REFERENCES
4472,4739,4.4,CITES
4472,4952,2.096,COLLABORATES
4472,5433,2.563,CITES
4472,6146,0.515,CITES
4472,6148,3.332,REFERENCES
4472,6983,2.667,COLLABORATES
4472,7114,2.719,COLLABORATES
4472,7628,4.169,REFERENCES
4472,9177,2.286,REFERENCES
4472,10124,3.023,CITES
4472,10432,4.036,CITES
4472,11243,0.252,CITES
4472,13101,4.034,COLLABORATES
4472,13160,0.97,COLLABORATES
4472,13451,3.259,REFERENCES
4472,13689,1.445,COLLABORATES
4472,13712,3.186,CITES
4472,13778,3.676,CITES
4472,13782,2.189,CITES
4472,13927,4.455,COLLABORATES
4472,15792,4.269,COLLABORATES
4472,15876,0.96,CITES
4472,16504,0.611,REFERENCES
4472,16552,1.002,COLLABORATES
4473,4482,0.498,CITES
4473,5261,2.963,REFERENCES
4473,5327,0.214,COLLABORATES
4473,6364,3.734,REFERENCES
4473,6477,1.408,REFERENCES
4473,6763,3.939,CITES
4473,6862,1.404,CITES
4473,7158,3.54,REFERENCES
4473,7272,2.638,COLLABORATES
4473,8572,1.61,COLLABORATES
4473,8968,3.155,CITES
4473,9118,1.712,REFERENCES
4473,9289,1.181,COLLABORATES
4473,9492,1.305,CITES
4473,9615,1.153,COLLABORATES
4473,9748,3.088,COLLABORATES
4473,10302,3.929,CITES
4473,10569,3.579,REFERENCES
4473,11429,2.487,COLLABORATES
4473,12000,2.005,CITES
4473,12414,1.738,COLLABORATES
4473,12678,2.217,CITES
4473,12846,2.622,CITES
4473,13021,0.606,REFERENCES
4473,13058,4.002,CITES
4473,13858,4.807,CITES
4473,14114,1.405,COLLABORATES
4473,14160,4.416,REFERENCES
4473,14188,3.597,CITES
4473,14305,3.677,REFERENCES
4473,15627,3.113,REFERENCES
4473,17430,3.345,REFERENCES
4474,4740,2.749,CITES
4474,5245,3.814,CITES
4474,6251,0.937,REFERENCES
4474,7103,4.878,REFERENCES
4474,8088,1.397,COLLABORATES
4474,8342,1.446,CITES
4474,8916,0.418,REFERENCES
4474,9620,2.499,REFERENCES
4474,9730,4.044,COLLABORATES
4474,9941,0.924,COLLABORATES
4474,9953,4.806,CITES
4474,10477,3.526,COLLABORATES
4474,11120,1.677,COLLABORATES
4474,11212,3.533,REFERENCES
4474,11516,1.132,COLLABORATES
4474,11603,2.249,CITES
4474,11998,4.316,CITES
4474,12568,1.446,REFERENCES
4474,12901,3.997,CITES
4474,14368,4.943,CITES
4474,14501,0.624,CITES
4474,14561,2.155,CITES
4474,15216,0.749,REFERENCES
4474,15246,1.424,COLLABORATES
4474,15518,4.728,REFERENCES
4474,16411,3.014,REFERENCES
4475,4702,0.239,CITES
4475,10479,3.37,COLLABORATES
4476,4780,2.305,CITES
4476,5285,0.949,CITES
4476,5597,4.241,CITES
4476,6073,3.54,REFERENCES
4476,6719,1.228,COLLABORATES
4476,7293,3.721,REFERENCES
4476,9300,2.051,REFERENCES
4476,10137,3.115,REFERENCES
4476,10650,2.388,CITES
4476,11020,4.542,COLLABORATES
4476,12043,2.3,COLLABORATES
4476,12097,2.995,CITES
4476,12286,2.645,COLLABORATES
4476,12514,0.112,CITES
4476,12787,2.201,COLLABORATES
4476,13509,4.051,CITES
4476,14009,2.844,CITES
4476,14362,1.72,CITES
4476,14899,0.992,COLLABORATES
4476,15655,1.849,REFERENCES
4476,15836,2.305,COLLABORATES
4476,15873,4.807,CITES
4476,16945,2.413,REFERENCES
4477,11816,3.64,COLLABORATES
4477,13293,4.462,REFERENCES
4477,13526,4.829,CITES
4477,17414,4.307,CITES
4478,15479,1.583,CITES
4479,9244,3.036,REFERENCES
4480,5334,1.192,REFERENCES
4480,10555,3.109,COLLABORATES
4480,15747,0.481,REFERENCES
4480,16493,1.41,REFERENCES
4481,6008,2.682,CITES
4481,6325,0.871,COLLABORATES
4481,6399,2.556,REFERENCES
4481,7802,3.68,COLLABORATES
4481,8514,2.505,REFERENCES
4481,12805,4.385,COLLABORATES
4481,12982,1.52,CITES
4481,16399,3.235,COLLABORATES
4481,17266,0.424,REFERENCES
4482,7978,0.368,COLLABORATES
4482,9748,1.871,CITES
4482,11847,2.645,CITES
4482,13858,1.546,COLLABORATES
4482,17428,1.543,REFERENCES
4483,9852,3.119,CITES
4483,10772,3.508,COLLABORATES
4484,5316,0.652,CITES
4484,5663,4.151,COLLABORATES
4484,5998,3.953,CITES
4484,6440,1.541,COLLABORATES
4484,6807,1.629,COLLABORATES
4484,6946,0.514,COLLABORATES
4484,8432,4.672,COLLABORATES
4484,8506,1.898,COLLABORATES
4484,8877,1.608,CITES
4484,8907,4.01,CITES
4484,9541,3.659,CITES
4484,9682,1.984,COLLABORATES
4484,11461,3.85,REFERENCES
4484,11657,2.528,CITES
4484,11662,2.102,COLLABORATES
4484,11739,3.977,COLLABORATES
4484,11771,0.118,REFERENCES
4484,11797,3.116,CITES
4484,11799,2.2,COLLABORATES
4484,13016,0.864,REFERENCES
4484,13238,2.336,REFERENCES
4484,13659,2.524,REFERENCES
4484,14689,1.82,COLLABORATES
4484,15160,1.537,CITES
4484,15453,3.261,REFERENCES
4484,16211,0.214,REFERENCES
4484,17248,3.834,CITES
4484,17280,3.895,REFERENCES
4484,17387,1.981,CITES
4484,17397,4.037,REFERENCES
4486,7093,1.267,CITES
4486,7150,2.899,COLLABORATES
4486,12729,3.349,CITES
4487,5026,1.932,CITES
4487,5095,0.396,REFERENCES
4487,5257,3.685,COLLABORATES
4487,5537,4.275,COLLABORATES
4487,5599,2.492,REFERENCES
4487,6019,4.352,COLLABORATES
4487,6686,0.249,CITES
4487,7063,0.804,CITES
4487,7310,2.782,CITES
4487,8521,0.134,REFERENCES
4487,8679,3.304,CITES
4487,9340,2.464,REFERENCES
4487,9675,0.297,REFERENCES
4487,9715,3.198,REFERENCES
4487,9846,0.447,REFERENCES
4487,10056,4.584,CITES
4487,10057,3.797,CITES
4487,10221,0.658,CITES
4487,10499,1.447,CITES
4487,10996,0.554,CITES
4487,10997,1.394,REFERENCES
4487,11327,2.88,REFERENCES
4487,12131,0.671,COLLABORATES
4487,12295,1.386,REFERENCES
4487,12530,4.362,CITES
4487,12638,2.575,COLLABORATES
4487,13749,3.174,REFERENCES
4487,13752,1.601,REFERENCES
4487,14130,0.717,CITES
4487,14365,1.334,COLLABORATES
4487,15779,3.636,REFERENCES
4487,16843,2.562,CITES
4487,16989,0.739,REFERENCES
4489,11744,0.183,CITES
4489,16564,3.704,CITES
4491,13670,4.948,CITES
4492,5061,4.738,CITES
4492,10244,3.399,REFERENCES
4493,10060,4.052,REFERENCES
4494,10056,1.458,CITES
4495,4780,0.764,COLLABORATES
4495,6015,4.584,CITES
4495,6073,1.946,CITES
4495,6518,2.184,CITES
4495,13509,1.691,COLLABORATES
4495,14362,1.302,REFERENCES
4495,14899,3.642,REFERENCES
4496,4539,0.949,CITES
4496,5808,0.592,COLLABORATES
4496,6141,4.469,CITES
4496,12782,4.265,CITES
4497,9464,3.533,REFERENCES
4497,10564,3.254,COLLABORATES
4498,4688,4.692,REFERENCES
4498,4835,0.504,CITES
4498,5190,1.468,CITES
4498,7140,3.669,CITES
4498,7179,3.072,COLLABORATES
4498,7360,2.62,REFERENCES
4498,8055,1.914,REFERENCES
4498,10432,2.583,COLLABORATES
4498,11605,0.767,REFERENCES
4498,11770,1.419,CITES
4498,12543,4.308,COLLABORATES
4498,13634,4.846,REFERENCES
4498,15288,0.658,COLLABORATES
4498,15324,3.044,CITES
4498,15791,2.447,CITES
4499,4731,1.657,REFERENCES
4499,4863,2.963,REFERENCES
4499,5140,2.636,COLLABORATES
4499,5335,1.441,COLLABORATES
4499,6097,4.322,CITES
4499,6119,2.191,REFERENCES
4499,6282,1.971,CITES
4499,6369,2.784,CITES
4499,6592,4.568,COLLABORATES
4499,6775,0.309,CITES
4499,8113,0.492,COLLABORATES
4499,8287,4.378,CITES
4499,9339,2.46,CITES
4499,10688,4.66,CITES
4499,10787,3.764,CITES
4499,10884,2.284,COLLABORATES
4499,11300,3.94,REFERENCES
4499,11590,0.906,COLLABORATES
4499,11735,1.502,CITES
4499,11755,1.12,CITES
4499,12527,1.444,CITES
4499,12639,0.997,REFERENCES
4499,12913,3.943,COLLABORATES
4499,13259,2.732,REFERENCES
4499,13443,0.546,REFERENCES
4499,16226,4.704,CITES
4499,16314,0.957,CITES
4499,16315,4.763,COLLABORATES
4499,17386,3.11,REFERENCES
4500,8591,1.619,COLLABORATES
4500,9748,0.202,CITES
4500,10440,2.027,CITES
4500,12193,0.559,CITES
4500,12729,1.061,COLLABORATES
4500,14978,4.752,COLLABORATES
4501,7132,1.702,REFERENCES
4501,7270,3.434,COLLABORATES
4501,7619,1.513,REFERENCES
4501,7768,1.306,COLLABORATES
4501,8863,2.954,REFERENCES
4501,9928,3.655,CITES
4501,10039,3.963,COLLABORATES
4501,10216,2.776,COLLABORATES
4501,11426,4.989,REFERENCES
4501,12105,0.931,COLLABORATES
4501,12615,1.323,CITES
4501,12957,0.167,COLLABORATES
4501,14209,4.467,CITES
4501,15788,0.475,REFERENCES
4501,16511,0.751,CITES
4501,16702,2.397,COLLABORATES
4502,9765,4.731,COLLABORATES
4502,10780,4.711,CITES
4502,12373,1.838,CITES
4503,15695,3.147,REFERENCES
4504,5315,2.392,COLLABORATES
4504,5764,2.539,COLLABORATES
4504,8701,3.562,COLLABORATES
4504,10724,3.291,COLLABORATES
4504,12474,4.0,REFERENCES
4504,14177,3.687,CITES
4504,16657,3.462,COLLABORATES
4504,17106,4.995,COLLABORATES
4505,9749,0.175,REFERENCES
4506,17432,4.052,REFERENCES
4507,4583,3.396,COLLABORATES
4507,5597,4.304,CITES
