id,name,category,year,score
11034,Entity_11034,ComputerScience,2018,71.39
11035,Entity_11035,Physics,2013,79.09
11036,Entity_11036,Economics,2018,10.53
11037,Entity_11037,ComputerScience,2024,25.12
11038,Entity_11038,Economics,2020,14.08
11039,Entity_11039,Physics,2011,5.8
11040,Entity_11040,Mathematics,2011,25.12
11041,Entity_11041,Mathematics,2016,6.95
11042,Entity_11042,Economics,2014,16.81
11043,Entity_11043,ComputerScience,2011,24.27
11044,Entity_11044,Engineering,2018,17.74
11045,Entity_11045,Physics,2012,4.12
11046,Entity_11046,Economics,2021,20.5
11047,Entity_11047,Engineering,2011,88.27
11048,Entity_11048,Engineering,2016,52.77
11049,Entity_11049,Engineering,2022,64.08
11050,Entity_11050,Physics,2016,84.27
11051,Entity_11051,Physics,2018,56.97
11052,Entity_11052,Engineering,2020,9.51
11053,Entity_11053,Engineering,2017,99.05
11054,Entity_11054,Engineering,2016,60.42
11055,Entity_11055,Biology,2021,51.52
11056,Entity_11056,Engineering,2014,65.15
11057,Entity_11057,Biology,2017,19.23
11058,Entity_11058,ComputerScience,2010,36.01
11059,Entity_11059,ComputerScience,2014,70.18
11060,Entity_11060,ComputerScience,2022,5.99
11061,Entity_11061,Biology,2024,1.87
11062,Entity_11062,ComputerScience,2016,24.9
11063,Entity_11063,Economics,2015,87.26
11064,Entity_11064,ComputerScience,2022,65.77
11065,Entity_11065,Economics,2023,61.06
11066,Entity_11066,ComputerScience,2012,22.45
11067,Entity_11067,ComputerScience,2018,37.76
11068,Entity_11068,ComputerScience,2024,78.33
11069,Entity_11069,ComputerScience,2019,27.22
11070,Entity_11070,Engineering,2014,36.82
11071,Entity_11071,Mathematics,2016,60.95
11072,Entity_11072,Physics,2019,40.15
11073,Entity_11073,Mathematics,2016,82.45
11074,Entity_11074,Economics,2012,45.9
11075,Entity_11075,Biology,2011,24.4
11076,Entity_11076,Biology,2021,68.75
11077,Entity_11077,ComputerScience,2021,75.77
11078,Entity_11078,Economics,2018,42.11
11079,Entity_11079,Physics,2023,43.14
11080,Entity_11080,Economics,2015,40.68
11081,Entity_11081,Physics,2021,40.77
11082,Entity_11082,Biology,2024,77.86
11083,Entity_11083,Economics,2013,94.06
11084,Entity_11084,Mathematics,2015,49.95
11085,Entity_11085,Biology,2011,20.36
11086,Entity_11086,Economics,2017,75.0
11087,Entity_11087,ComputerScience,2012,73.21
11088,Entity_11088,Physics,2020,65.87
11089,Entity_11089,Engineering,2022,95.58
11090,Entity_11090,Engineering,2016,96.18
11091,Entity_11091,Mathematics,2014,78.96
11092,Entity_11092,Biology,2012,49.93
11093,Entity_11093,Physics,2021,22.62
11094,Entity_11094,Mathematics,2020,11.93
11095,Entity_11095,Biology,2016,78.13
11096,Entity_11096,Engineering,2014,18.24
11097,Entity_11097,Engineering,2011,38.08
11098,Entity_11098,Mathematics,2018,23.45
11099,Entity_11099,Economics,2016,99.04
11100,Entity_11100,Engineering,2016,21.51
11101,Entity_11101,Biology,2014,48.44
11102,Entity_11102,Mathematics,2016,32.01
11103,Entity_11103,Economics,2019,39.36
11104,Entity_11104,Economics,2024,48.82
11105,Entity_11105,ComputerScience,2013,38.36
11106,Entity_11106,Economics,2022,96.17
11107,Entity_11107,ComputerScience,2010,28.55
11108,Entity_11108,Physics,2017,68.61
11109,Entity_11109,Engineering,2013,40.75
11110,Entity_11110,Physics,2021,84.45
11111,Entity_11111,Mathematics,2019,97.58
11112,Entity_11112,Engineering,2012,78.17
11113,Entity_11113,Engineering,2019,12.25
11114,Entity_11114,Engineering,2012,48.77
11115,Entity_11115,ComputerScience,2016,33.65
11116,Entity_11116,Physics,2014,7.38
11117,Entity_11117,Mathematics,2010,38.33
11118,Entity_11118,Engineering,2012,58.32
11119,Entity_11119,ComputerScience,2018,45.71
11120,Entity_11120,Physics,2018,16.53
11121,Entity_11121,Biology,2011,52.34
11122,Entity_11122,ComputerScience,2011,54.11
11123,Entity_11123,Biology,2021,58.76
11124,Entity_11124,Biology,2020,6.29
11125,Entity_11125,Biology,2015,68.04
11126,Entity_11126,Economics,2019,73.18
11127,Entity_11127,Engineering,2018,65.96
11128,Entity_11128,Economics,2017,89.54
11129,Entity_11129,Economics,2019,45.43
11130,Entity_11130,Economics,2010,32.26
11131,Entity_11131,Physics,2011,49.54
11132,Entity_11132,ComputerScience,2014,55.08
11133,Entity_11133,Biology,2022,34.24
11134,Entity_11134,Biology,2015,52.16
11135,Entity_11135,ComputerScience,2018,62.36
11136,Entity_11136,Engineering,2011,99.5
11137,Entity_11137,ComputerScience,2016,8.62
11138,Entity_11138,Physics,2020,80.28
11139,Entity_11139,Engineering,2015,41.23
11140,Entity_11140,Physics,2011,99.32
11141,Entity_11141,Physics,2023,10.32
11142,Entity_11142,Economics,2017,98.13
11143,Entity_11143,Mathematics,2023,35.89
11144,Entity_11144,Physics,2021,86.81
11145,Entity_11145,Biology,2011,42.44
11146,Entity_11146,Mathematics,2019,41.64
11147,Entity_11147,Biology,2024,56.49
11148,Entity_11148,ComputerScience,2011,57.82
11149,Entity_11149,Physics,2018,85.44
11150,Entity_11150,Engineering,2019,65.18
11151,Entity_11151,Economics,2010,39.8
11152,Entity_11152,Physics,2021,5.69
11153,Entity_11153,Physics,2020,82.51
11154,Entity_11154,Biology,2011,43.18
11155,Entity_11155,Biology,2015,19.66
11156,Entity_11156,Engineering,2021,18.0
11157,Entity_11157,Biology,2013,80.45
11158,Entity_11158,Engineering,2013,42.74
11159,Entity_11159,ComputerScience,2022,83.92
11160,Entity_11160,ComputerScience,2017,61.78
11161,Entity_11161,Economics,2015,27.51
11162,Entity_11162,ComputerScience,2022,84.94
11163,Entity_11163,Mathematics,2021,60.6
11164,Entity_11164,ComputerScience,2013,48.15
11165,Entity_11165,Physics,2019,36.37
11166,Entity_11166,Mathematics,2015,52.07
11167,Entity_11167,Mathematics,2018,23.27
11168,Entity_11168,Engineering,2016,90.48
11169,Entity_11169,Physics,2020,60.17
11170,Entity_11170,Economics,2018,76.09
11171,Entity_11171,ComputerScience,2012,48.7
11172,Entity_11172,Mathematics,2021,22.56
11173,Entity_11173,Engineering,2012,15.4
11174,Entity_11174,Mathematics,2022,96.15
11175,Entity_11175,Mathematics,2011,44.36
11176,Entity_11176,Mathematics,2011,83.53
11177,Entity_11177,Engineering,2021,19.24
11178,Entity_11178,Economics,2024,87.94
11179,Entity_11179,Engineering,2021,84.46
11180,Entity_11180,Mathematics,2023,49.86
11181,Entity_11181,Biology,2024,18.77
11182,Entity_11182,ComputerScience,2023,70.62
11183,Entity_11183,Physics,2021,19.6
11184,Entity_11184,ComputerScience,2011,69.93
11185,Entity_11185,Biology,2013,57.57
11186,Entity_11186,Mathematics,2015,26.56
11187,Entity_11187,Physics,2021,77.48
11188,Entity_11188,Mathematics,2015,24.14
11189,Entity_11189,Mathematics,2016,22.55
11190,Entity_11190,ComputerScience,2019,24.99
11191,Entity_11191,Biology,2019,40.59
11192,Entity_11192,Engineering,2021,34.43
11193,Entity_11193,Economics,2010,65.41
11194,Entity_11194,Biology,2021,66.5
11195,Entity_11195,Mathematics,2024,79.04
11196,Entity_11196,Economics,2017,14.43
11197,Entity_11197,Mathematics,2024,73.21
11198,Entity_11198,Economics,2021,61.52
11199,Entity_11199,Physics,2021,11.65
11200,Entity_11200,Biology,2020,77.86
11201,Entity_11201,Physics,2015,65.43
11202,Entity_11202,ComputerScience,2016,40.65
11203,Entity_11203,ComputerScience,2011,87.86
11204,Entity_11204,Physics,2019,47.58
11205,Entity_11205,Biology,2017,3.85
11206,Entity_11206,Engineering,2012,12.98
11207,Entity_11207,Engineering,2013,70.95
11208,Entity_11208,ComputerScience,2021,92.07
11209,Entity_11209,Mathematics,2012,65.4
11210,Entity_11210,Engineering,2012,73.76
11211,Entity_11211,Mathematics,2011,69.15
11212,Entity_11212,Economics,2024,79.4
11213,Entity_11213,Engineering,2013,81.27
11214,Entity_11214,ComputerScience,2016,67.7
11215,Entity_11215,Physics,2012,73.62
11216,Entity_11216,Biology,2015,31.55
11217,Entity_11217,ComputerScience,2011,89.26
11218,Entity_11218,ComputerScience,2020,79.3
11219,Entity_11219,Mathematics,2014,17.65
11220,Entity_11220,Economics,2023,85.45
11221,Entity_11221,Physics,2020,98.54
11222,Entity_11222,ComputerScience,2012,69.62
11223,Entity_11223,Physics,2022,83.84
11224,Entity_11224,Mathematics,2010,70.07
11225,Entity_11225,Mathematics,2017,41.72
11226,Entity_11226,Engineering,2024,93.86
11227,Entity_11227,ComputerScience,2020,73.85
11228,Entity_11228,Biology,2020,7.45
11229,Entity_11229,Mathematics,2016,98.98
11230,Entity_11230,ComputerScience,2019,80.47
11231,Entity_11231,Mathematics,2011,31.58
11232,Entity_11232,Mathematics,2013,62.48
11233,Entity_11233,Economics,2021,7.43
11234,Entity_11234,Physics,2017,4.85
11235,Entity_11235,Mathematics,2023,63.99
11236,Entity_11236,Mathematics,2023,33.15
11237,Entity_11237,ComputerScience,2020,63.71
11238,Entity_11238,ComputerScience,2018,91.02
11239,Entity_11239,Physics,2016,86.15
11240,Entity_11240,Engineering,2024,82.36
11241,Entity_11241,ComputerScience,2010,64.66
11242,Entity_11242,Mathematics,2016,32.63
11243,Entity_11243,Mathematics,2012,75.19
11244,Entity_11244,Economics,2012,4.49
11245,Entity_11245,Physics,2013,48.55
11246,Entity_11246,Engineering,2016,43.85
11247,Entity_11247,Engineering,2024,99.9
11248,Entity_11248,Economics,2012,77.76
11249,Entity_11249,Economics,2015,24.14
11250,Entity_11250,Economics,2016,10.23
11251,Entity_11251,Mathematics,2011,83.64
11252,Entity_11252,Engineering,2023,54.63
11253,Entity_11253,Physics,2019,68.0
11254,Entity_11254,Economics,2022,23.82
11255,Entity_11255,Mathematics,2012,28.76
11256,Entity_11256,Engineering,2023,15.73
11257,Entity_11257,ComputerScience,2016,43.04
11258,Entity_11258,Physics,2018,74.72
11259,Entity_11259,Mathematics,2016,19.94
11260,Entity_11260,Mathematics,2020,52.22
11261,Entity_11261,Economics,2013,95.27
11262,Entity_11262,Mathematics,2013,47.79
11263,Entity_11263,ComputerScience,2021,53.15
11264,Entity_11264,Biology,2024,61.62
11265,Entity_11265,Engineering,2010,51.27
11266,Entity_11266,Mathematics,2022,29.51
11267,Entity_11267,Mathematics,2013,73.02
11268,Entity_11268,Physics,2016,94.43
11269,Entity_11269,Physics,2018,33.65
11270,Entity_11270,ComputerScience,2017,27.63
11271,Entity_11271,Mathematics,2023,83.45
11272,Entity_11272,Economics,2023,35.39
11273,Entity_11273,Economics,2020,90.44
11274,Entity_11274,Economics,2022,62.52
11275,Entity_11275,Mathematics,2019,27.93
11276,Entity_11276,Biology,2023,63.52
11277,Entity_11277,ComputerScience,2013,57.36
11278,Entity_11278,Economics,2023,96.06
11279,Entity_11279,Mathematics,2015,21.74
11280,Entity_11280,Economics,2011,84.11
11281,Entity_11281,Biology,2016,33.49
11282,Entity_11282,Mathematics,2017,13.34
11283,Entity_11283,Economics,2018,20.94
11284,Entity_11284,ComputerScience,2022,59.6
11285,Entity_11285,Economics,2015,28.12
11286,Entity_11286,Economics,2018,95.0
11287,Entity_11287,Physics,2024,28.2
11288,Entity_11288,Mathematics,2021,73.24
11289,Entity_11289,Engineering,2016,67.03
11290,Entity_11290,Economics,2016,43.54
11291,Entity_11291,Economics,2018,61.52
11292,Entity_11292,Mathematics,2017,2.62
11293,Entity_11293,Engineering,2011,46.3
11294,Entity_11294,Engineering,2010,87.35
11295,Entity_11295,Biology,2019,6.1
11296,Entity_11296,Mathematics,2019,44.59
11297,Entity_11297,ComputerScience,2011,3.61
11298,Entity_11298,Physics,2022,52.84
11299,Entity_11299,Engineering,2024,94.59
11300,Entity_11300,ComputerScience,2015,39.83
11301,Entity_11301,Mathematics,2016,43.78
11302,Entity_11302,Mathematics,2010,65.61
11303,Entity_11303,ComputerScience,2018,73.07
11304,Entity_11304,Biology,2010,68.94
11305,Entity_11305,Biology,2017,66.56
11306,Entity_11306,Mathematics,2019,88.8
11307,Entity_11307,Engineering,2012,21.24
11308,Entity_11308,Engineering,2013,97.0
11309,Entity_11309,Mathematics,2019,88.87
11310,Entity_11310,Biology,2019,52.2
11311,Entity_11311,ComputerScience,2024,97.66
11312,Entity_11312,Mathematics,2015,76.19
11313,Entity_11313,ComputerScience,2020,34.18
11314,Entity_11314,Biology,2016,85.83
11315,Entity_11315,Economics,2022,94.89
11316,Entity_11316,Biology,2015,31.78
11317,Entity_11317,Physics,2023,71.48
11318,Entity_11318,Mathematics,2024,18.62
11319,Entity_11319,Economics,2016,8.14
11320,Entity_11320,Engineering,2018,59.19
11321,Entity_11321,Mathematics,2022,45.12
11322,Entity_11322,Mathematics,2010,84.6
11323,Entity_11323,Mathematics,2010,98.05
11324,Entity_11324,Engineering,2023,24.83
11325,Entity_11325,Mathematics,2023,70.87
11326,Entity_11326,Biology,2016,74.71
11327,Entity_11327,Biology,2023,83.26
11328,Entity_11328,Economics,2022,8.06
11329,Entity_11329,Biology,2022,75.83
11330,Entity_11330,Economics,2020,29.46
11331,Entity_11331,Physics,2022,75.12
11332,Entity_11332,Economics,2023,6.13
11333,Entity_11333,Biology,2013,32.98
11334,Entity_11334,Mathematics,2013,2.88
11335,Entity_11335,ComputerScience,2010,77.21
11336,Entity_11336,Physics,2017,55.38
11337,Entity_11337,Biology,2019,34.01
11338,Entity_11338,Economics,2020,21.63
11339,Entity_11339,Mathematics,2020,92.15
11340,Entity_11340,Mathematics,2012,90.75
11341,Entity_11341,Engineering,2017,46.51
11342,Entity_11342,Economics,2016,76.14
11343,Entity_11343,ComputerScience,2024,22.41
11344,Entity_11344,Mathematics,2016,15.52
11345,Entity_11345,Physics,2021,42.82
11346,Entity_11346,Mathematics,2014,68.32
11347,Entity_11347,Physics,2020,59.92
11348,Entity_11348,Biology,2018,78.31
11349,Entity_11349,Biology,2021,74.14
11350,Entity_11350,Physics,2013,11.39
11351,Entity_11351,ComputerScience,2020,96.34
11352,Entity_11352,Physics,2013,37.71
11353,Entity_11353,Engineering,2016,9.79
11354,Entity_11354,Engineering,2023,74.54
11355,Entity_11355,ComputerScience,2017,88.4
11356,Entity_11356,ComputerScience,2024,45.2
11357,Entity_11357,Mathematics,2023,36.38
11358,Entity_11358,Biology,2024,43.37
11359,Entity_11359,Engineering,2016,89.13
11360,Entity_11360,Biology,2013,94.38
11361,Entity_11361,Biology,2018,32.0
11362,Entity_11362,ComputerScience,2018,61.81
11363,Entity_11363,Economics,2024,88.76
11364,Entity_11364,Biology,2023,50.09
11365,Entity_11365,Biology,2022,86.01
11366,Entity_11366,Economics,2014,68.73
11367,Entity_11367,Engineering,2013,94.15
11368,Entity_11368,Economics,2021,34.09
11369,Entity_11369,Economics,2015,85.0
11370,Entity_11370,Biology,2021,46.51
11371,Entity_11371,Mathematics,2024,82.76
11372,Entity_11372,ComputerScience,2022,78.62
11373,Entity_11373,Biology,2016,47.11
11374,Entity_11374,Economics,2017,28.86
11375,Entity_11375,Mathematics,2023,15.88
11376,Entity_11376,Biology,2016,47.26
11377,Entity_11377,ComputerScience,2014,60.08
11378,Entity_11378,Mathematics,2013,30.51
11379,Entity_11379,ComputerScience,2015,75.68
11380,Entity_11380,Physics,2020,77.92
11381,Entity_11381,ComputerScience,2019,59.25
11382,Entity_11382,ComputerScience,2020,72.05
11383,Entity_11383,Economics,2023,28.5
11384,Entity_11384,ComputerScience,2022,41.5
11385,Entity_11385,Biology,2015,72.87
11386,Entity_11386,Physics,2013,74.74
11387,Entity_11387,Engineering,2014,35.0
11388,Entity_11388,Economics,2022,34.02
11389,Entity_11389,Engineering,2016,37.18
11390,Entity_11390,Mathematics,2012,91.47
11391,Entity_11391,Engineering,2012,94.21
11392,Entity_11392,Biology,2010,63.5
11393,Entity_11393,Engineering,2022,2.33
11394,Entity_11394,ComputerScience,2014,47.18
11395,Entity_11395,Economics,2021,8.79
11396,Entity_11396,ComputerScience,2021,25.31
11397,Entity_11397,Mathematics,2019,98.97
11398,Entity_11398,Engineering,2015,82.62
11399,Entity_11399,ComputerScience,2011,60.4
11400,Entity_11400,Economics,2018,57.2
11401,Entity_11401,Engineering,2016,83.52
11402,Entity_11402,ComputerScience,2011,55.21
11403,Entity_11403,Engineering,2024,32.51
11404,Entity_11404,Physics,2021,96.2
11405,Entity_11405,Mathematics,2016,43.21
11406,Entity_11406,Mathematics,2021,31.33
11407,Entity_11407,Biology,2016,92.41
11408,Entity_11408,Economics,2020,76.65
11409,Entity_11409,Biology,2018,49.2
11410,Entity_11410,ComputerScience,2014,72.33
11411,Entity_11411,Engineering,2019,41.75
11412,Entity_11412,Engineering,2020,85.99
11413,Entity_11413,Biology,2018,88.66
11414,Entity_11414,Engineering,2019,2.57
11415,Entity_11415,Mathematics,2021,14.18
11416,Entity_11416,Biology,2015,97.82
11417,Entity_11417,Economics,2015,2.66
11418,Entity_11418,Engineering,2019,7.71
11419,Entity_11419,Engineering,2012,70.44
11420,Entity_11420,Engineering,2013,1.36
11421,Entity_11421,Physics,2019,70.73
11422,Entity_11422,Biology,2016,90.92
11423,Entity_11423,ComputerScience,2015,28.55
11424,Entity_11424,Biology,2020,24.95
11425,Entity_11425,Economics,2016,18.3
11426,Entity_11426,Physics,2011,26.08
11427,Entity_11427,Mathematics,2011,22.41
11428,Entity_11428,ComputerScience,2018,39.47
11429,Entity_11429,ComputerScience,2014,48.97
11430,Entity_11430,Biology,2023,25.12
11431,Entity_11431,Economics,2019,83.96
11432,Entity_11432,Mathematics,2017,73.59
11433,Entity_11433,Economics,2015,17.6
11434,Entity_11434,Biology,2014,86.61
11435,Entity_11435,Physics,2010,19.61
11436,Entity_11436,Economics,2014,28.92
11437,Entity_11437,ComputerScience,2024,89.82
11438,Entity_11438,Engineering,2012,91.72
11439,Entity_11439,Physics,2022,50.95
11440,Entity_11440,Engineering,2013,83.99
11441,Entity_11441,ComputerScience,2018,91.66
11442,Entity_11442,Engineering,2021,75.72
11443,Entity_11443,Biology,2016,31.7
11444,Entity_11444,Biology,2017,30.94
11445,Entity_11445,Physics,2011,96.97
11446,Entity_11446,Mathematics,2011,51.04
11447,Entity_11447,Physics,2010,14.99
11448,Entity_11448,Economics,2015,20.36
11449,Entity_11449,Biology,2022,32.51
11450,Entity_11450,ComputerScience,2015,21.79
11451,Entity_11451,Economics,2024,53.2
11452,Entity_11452,Economics,2015,64.13
11453,Entity_11453,Engineering,2011,49.41
11454,Entity_11454,Economics,2015,35.03
11455,Entity_11455,Economics,2022,62.37
11456,Entity_11456,Economics,2018,31.06
11457,Entity_11457,Engineering,2022,97.37
11458,Entity_11458,Physics,2018,97.94
11459,Entity_11459,Mathematics,2015,80.96
11460,Entity_11460,ComputerScience,2016,46.61
11461,Entity_11461,Economics,2012,22.3
11462,Entity_11462,Physics,2023,10.61
11463,Entity_11463,Physics,2014,53.72
11464,Entity_11464,Economics,2011,55.23
11465,Entity_11465,Engineering,2022,5.06
11466,Entity_11466,ComputerScience,2013,96.09
11467,Entity_11467,ComputerScience,2023,26.56
11468,Entity_11468,Biology,2013,26.65
11469,Entity_11469,Engineering,2019,98.22
11470,Entity_11470,Physics,2014,91.56
11471,Entity_11471,ComputerScience,2021,61.22
11472,Entity_11472,Mathematics,2019,46.87
11473,Entity_11473,Physics,2022,84.85
11474,Entity_11474,Economics,2021,92.45
11475,Entity_11475,Physics,2011,51.99
11476,Entity_11476,Physics,2017,90.56
11477,Entity_11477,Mathematics,2011,99.02
11478,Entity_11478,Mathematics,2021,40.76
11479,Entity_11479,Physics,2013,9.3
11480,Entity_11480,Engineering,2015,36.88
11481,Entity_11481,ComputerScience,2011,32.75
11482,Entity_11482,ComputerScience,2013,6.83
11483,Entity_11483,Mathematics,2014,2.02
11484,Entity_11484,Biology,2018,9.71
11485,Entity_11485,Engineering,2011,89.48
11486,Entity_11486,Economics,2024,74.3
11487,Entity_11487,Mathematics,2019,55.35
11488,Entity_11488,Engineering,2022,31.97
11489,Entity_11489,Biology,2016,74.4
11490,Entity_11490,Engineering,2016,24.5
11491,Entity_11491,Mathematics,2015,98.81
11492,Entity_11492,Mathematics,2011,78.53
11493,Entity_11493,Engineering,2012,60.17
11494,Entity_11494,ComputerScience,2012,41.25
11495,Entity_11495,Economics,2023,90.58
11496,Entity_11496,Mathematics,2015,16.12
11497,Entity_11497,Biology,2014,68.76
11498,Entity_11498,Economics,2024,73.64
11499,Entity_11499,ComputerScience,2010,42.52
11500,Entity_11500,ComputerScience,2024,69.78
11501,Entity_11501,Biology,2020,38.67
11502,Entity_11502,Economics,2011,2.71
11503,Entity_11503,Engineering,2021,53.12
11504,Entity_11504,Physics,2012,66.75
11505,Entity_11505,Physics,2022,74.27
11506,Entity_11506,Biology,2018,15.0
11507,Entity_11507,Economics,2024,13.47
11508,Entity_11508,Engineering,2011,63.65
11509,Entity_11509,Biology,2015,92.86
11510,Entity_11510,Biology,2012,65.39
11511,Entity_11511,Biology,2023,62.21
11512,Entity_11512,Biology,2012,4.02
11513,Entity_11513,Physics,2020,27.83
11514,Entity_11514,Economics,2022,93.31
11515,Entity_11515,ComputerScience,2021,1.38
11516,Entity_11516,Mathematics,2019,23.81
11517,Entity_11517,Engineering,2022,63.78
11518,Entity_11518,Engineering,2015,49.74
11519,Entity_11519,Physics,2018,63.1
11520,Entity_11520,ComputerScience,2021,20.92
11521,Entity_11521,Physics,2010,5.62
11522,Entity_11522,Engineering,2020,46.87
11523,Entity_11523,Mathematics,2018,34.62
11524,Entity_11524,Biology,2021,13.75
11525,Entity_11525,Physics,2018,46.84
11526,Entity_11526,ComputerScience,2012,61.4
11527,Entity_11527,ComputerScience,2014,34.13
11528,Entity_11528,Engineering,2022,5.42
11529,Entity_11529,Engineering,2018,88.57
11530,Entity_11530,Engineering,2010,70.94
11531,Entity_11531,Physics,2024,63.54
11532,Entity_11532,Economics,2016,2.58
11533,Entity_11533,Biology,2010,29.52
11534,Entity_11534,ComputerScience,2012,79.34
11535,Entity_11535,Physics,2014,2.27
11536,Entity_11536,Mathematics,2023,30.74
11537,Entity_11537,Biology,2014,45.66
11538,Entity_11538,Biology,2021,97.99
11539,Entity_11539,Mathematics,2010,72.08
11540,Entity_11540,ComputerScience,2014,87.19
11541,Entity_11541,Engineering,2018,97.23
11542,Entity_11542,Economics,2018,33.72
11543,Entity_11543,Biology,2021,26.7
11544,Entity_11544,ComputerScience,2011,90.16
11545,Entity_11545,Mathematics,2020,84.26
11546,Entity_11546,Biology,2022,14.32
11547,Entity_11547,Economics,2018,49.72
11548,Entity_11548,Economics,2024,51.53
11549,Entity_11549,Engineering,2024,38.71
11550,Entity_11550,Biology,2021,98.27
11551,Entity_11551,Economics,2019,83.13
11552,Entity_11552,ComputerScience,2013,39.55
11553,Entity_11553,ComputerScience,2016,65.07
11554,Entity_11554,Physics,2023,59.57
11555,Entity_11555,ComputerScience,2011,80.14
11556,Entity_11556,Physics,2018,38.84
11557,Entity_11557,Mathematics,2017,83.24
11558,Entity_11558,Mathematics,2020,75.57
11559,Entity_11559,ComputerScience,2022,58.16
11560,Entity_11560,ComputerScience,2013,51.39
11561,Entity_11561,Physics,2015,13.0
11562,Entity_11562,Engineering,2021,26.38
11563,Entity_11563,Economics,2019,79.97
11564,Entity_11564,Mathematics,2021,25.34
11565,Entity_11565,Physics,2021,57.38
11566,Entity_11566,Mathematics,2011,59.32
11567,Entity_11567,ComputerScience,2014,46.5
11568,Entity_11568,Economics,2021,5.73
11569,Entity_11569,Mathematics,2013,31.45
11570,Entity_11570,Physics,2018,24.7
11571,Entity_11571,Mathematics,2024,10.2
11572,Entity_11572,Engineering,2016,47.95
11573,Entity_11573,Engineering,2010,82.19
11574,Entity_11574,Mathematics,2021,22.89
11575,Entity_11575,Engineering,2021,39.99
11576,Entity_11576,ComputerScience,2022,56.1
11577,Entity_11577,Economics,2022,52.19
11578,Entity_11578,Engineering,2018,75.07
11579,Entity_11579,Biology,2023,80.17
11580,Entity_11580,Biology,2021,66.42
11581,Entity_11581,Economics,2024,17.51
11582,Entity_11582,Engineering,2020,53.94
11583,Entity_11583,Physics,2023,88.7
11584,Entity_11584,Economics,2024,17.31
11585,Entity_11585,Economics,2024,1.16
11586,Entity_11586,ComputerScience,2018,22.62
11587,Entity_11587,Physics,2015,21.76
11588,Entity_11588,Biology,2024,51.49
11589,Entity_11589,Mathematics,2016,53.98
11590,Entity_11590,Mathematics,2020,94.27
11591,Entity_11591,Biology,2017,90.76
11592,Entity_11592,Engineering,2017,50.74
11593,Entity_11593,Economics,2016,28.58
11594,Entity_11594,Economics,2013,48.48
11595,Entity_11595,Mathematics,2021,28.79
11596,Entity_11596,Mathematics,2023,57.91
11597,Entity_11597,Mathematics,2012,8.86
11598,Entity_11598,Mathematics,2020,20.87
11599,Entity_11599,Biology,2015,89.83
11600,Entity_11600,Engineering,2022,71.2
11601,Entity_11601,Economics,2020,16.71
11602,Entity_11602,Economics,2021,62.64
11603,Entity_11603,Mathematics,2018,71.15
11604,Entity_11604,Mathematics,2011,96.73
11605,Entity_11605,ComputerScience,2021,63.98
11606,Entity_11606,Economics,2016,68.71
11607,Entity_11607,Physics,2016,44.93
11608,Entity_11608,ComputerScience,2023,75.07
11609,Entity_11609,ComputerScience,2022,62.09
11610,Entity_11610,Biology,2016,26.46
11611,Entity_11611,Physics,2014,61.7
11612,Entity_11612,Mathematics,2022,32.51
11613,Entity_11613,Mathematics,2022,64.49
11614,Entity_11614,Mathematics,2024,12.05
11615,Entity_11615,Biology,2017,53.41
11616,Entity_11616,Biology,2013,93.6
11617,Entity_11617,ComputerScience,2024,81.09
11618,Entity_11618,Economics,2013,35.75
11619,Entity_11619,Economics,2023,19.18
11620,Entity_11620,ComputerScience,2016,78.64
11621,Entity_11621,ComputerScience,2011,76.1
11622,Entity_11622,Mathematics,2019,48.06
11623,Entity_11623,Engineering,2012,18.08
11624,Entity_11624,Mathematics,2012,13.5
11625,Entity_11625,Mathematics,2022,54.6
11626,Entity_11626,Engineering,2013,31.23
11627,Entity_11627,Engineering,2019,17.57
11628,Entity_11628,Biology,2016,55.78
11629,Entity_11629,Economics,2020,52.47
11630,Entity_11630,Mathematics,2016,65.84
11631,Entity_11631,ComputerScience,2011,80.64
11632,Entity_11632,Economics,2010,28.18
11633,Entity_11633,Physics,2013,91.09
11634,Entity_11634,Economics,2010,8.13
11635,Entity_11635,Mathematics,2023,22.7
11636,Entity_11636,Engineering,2013,38.1
11637,Entity_11637,Economics,2016,40.62
11638,Entity_11638,Engineering,2017,11.33
11639,Entity_11639,Mathematics,2015,26.86
11640,Entity_11640,Biology,2024,2.56
11641,Entity_11641,Physics,2019,16.27
11642,Entity_11642,Biology,2010,61.89
11643,Entity_11643,Biology,2017,85.72
11644,Entity_11644,Engineering,2023,99.07
11645,Entity_11645,Engineering,2021,14.64
11646,Entity_11646,Physics,2010,63.28
11647,Entity_11647,Engineering,2013,40.11
11648,Entity_11648,Engineering,2023,79.54
11649,Entity_11649,Economics,2019,7.23
11650,Entity_11650,Economics,2021,16.16
11651,Entity_11651,Economics,2023,98.17
11652,Entity_11652,Biology,2017,74.15
11653,Entity_11653,Engineering,2012,80.5
11654,Entity_11654,Mathematics,2021,5.21
11655,Entity_11655,ComputerScience,2024,88.24
11656,Entity_11656,Mathematics,2015,72.54
11657,Entity_11657,Engineering,2023,65.98
11658,Entity_11658,Economics,2013,86.23
11659,Entity_11659,Engineering,2017,45.94
11660,Entity_11660,Mathematics,2018,14.74
11661,Entity_11661,Physics,2016,19.06
11662,Entity_11662,Mathematics,2013,94.3
11663,Entity_11663,Mathematics,2016,48.29
11664,Entity_11664,Economics,2014,29.57
11665,Entity_11665,Biology,2010,45.14
11666,Entity_11666,Economics,2022,83.39
